3,FIGURAS,2000,2001,2002,2003,2004,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016/17,2017/18,2018/19,2019/20,2020/21,2021/22
6,Total,107145,126080,125395,464756,486502,599405.0,645467.0,656544.0,625506.0,630420.0,526445.0,541310.0,468153.0,415384.0,397299.0,322142.0,494054,302734,295349,626369,561544,366827
7,  De ello: Mujeres,-,-,-,-,-,247065.0,305040.0,336862.5,357785.0,356353.0,295842.0,323568.0,275135.0,247340.0,224343.0,187063.0,294343,182321,175130,370408,381278,205307
8, Cursos,79846,92582,93836,314560,342200,385191.0,413139.0,364961.0,336560.0,409622.0,307932.0,367378.0,334064.0,299103.0,282959.0,226501.0,411374,209990,198455,428378,423196,176824
9, Entrenamientos,3556,4311,4103,26734,34289,20124.0,25616.0,48312.0,29029.0,26788.0,27047.0,21866.0,17016.0,21745.0,26225.0,16624.0,14781,21660,24422,23169,23278,18270
10, Otras Formas Secundarias,,,,,,,,,,,,,,,,,…,-,-,104789,46038,98445
11, Diplomados,13518,16521,14123,71183,70083,76870.0,59185.0,45661.0,56340.0,44472.0,41048.0,36823.0,37275.0,39230.0,27440.0,22525.0,21683,21687,22539,13148,11095,15714
12, Maestrías y especialidades,9385,11708,12403,49337,37419,113091.0,143597.0,192167.0,197828.0,144284.0,144642.0,109859.0,75054.0,50730.0,54188.0,50451.0,41906,44805,45543,52371,52817,51594
13, Doctorados,840,958,930,2942,2511,4129.0,3930.0,5443.0,5749.0,5254.0,5776.0,5384.0,4744.0,4576.0,6487.0,6041.0,4310,4592,4390,4514,5120,5980
