3,CONCEPTO,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
6,Total,72480.0,76546.0,79886.0,89617.0,100236.0,108376.0,108312.0,112558.0,106764.0,105402.0,108365.0,110026.0,111280.0,115404.0,120217.0,122182.0,128593.0,127257.0,126755.0,122200.0,112820.0,111837.0,111493.0,110541.0,109493.0,104223.0,107709.0,111303.0,114303.0,110002.0,111625.33333333334,110822,109030,116847.90303030303,111660,80030,88993.72121212122,83297
7,  1er. año,6088.0,6309.0,6232.0,7431.0,8634.0,9171.0,5950.0,5116.0,4284.0,3335.0,3557.0,3303.0,3515.0,3668.0,3629.0,3885.0,3029.0,67.0,131.0,120.0,115.0,114.0,12.0,11.0,9.0,8.0,8.0,10.0,5.0,1.0,-,-,-,-,-,-,12.0,-
8,  2do. año,10537.0,10992.0,11369.0,12820.0,14543.0,15478.0,12824.0,13184.0,11282.0,11338.0,11989.0,12017.0,12200.0,13319.0,14119.0,13628.0,21347.0,20747.0,20031.0,18369.0,15912.0,15940.0,16449.0,16243.0,16589.0,15657.0,17593.0,17806.0,17883.0,15255.0,16417.666666666668,16084,15619,17366.666666666664,15714,14280,13523.909090909092,13103
9,  3er. año,14886.0,15665.0,16152.0,18080.0,20375.0,22891.0,22419.0,24242.0,22376.0,20499.0,21611.0,21850.0,22434.0,22727.0,24491.0,25026.0,25959.0,26155.0,25543.0,25151.0,22800.0,22622.0,22658.0,22613.0,22016.0,21167.0,23088.0,24343.0,23914.0,23336.0,22662.333333333336,22783,22445,23893.6,22911,16420,19377.58787878788,17238
10,  4to. año,16068.0,17854.0,18560.0,20707.0,23028.0,24773.0,27085.0,27134.0,26631.0,25696.0,25001.0,25628.0,25909.0,26987.0,27414.0,29059.0,29211.0,29777.0,29480.0,28582.0,26764.0,26519.0,26336.0,25969.0,26092.0,24560.0,24713.0,26200.0,27465.0,25944.0,27042.666666666668,25853,25911,27846.333333333336,26752,17980,20230.975757575758,19386
11,  5to. año,15198.0,16397.0,18204.0,20326.0,22447.0,24062.0,26559.0,27827.0,26714.0,27298.0,27180.0,27446.0,26976.0,27996.0,29286.0,29277.0,28557.0,30182.0,30248.0,29884.0,27991.0,27530.0,27340.0,27026.0,26406.0,24999.0,24572.0,25268.0,26992.0,27146.0,26652.333333333336,27696,26328,28238.666666666664,26919,17924,21434.063636363637,19740
12,  6to. año,9703.0,9329.0,9369.0,10253.0,11209.0,12001.0,13475.0,15055.0,15477.0,17236.0,19027.0,19782.0,20246.0,20707.0,21278.0,21307.0,20490.0,20329.0,21322.0,20094.0,19238.0,19112.0,18698.0,18679.0,18381.0,17832.0,17735.0,17676.0,18044.0,18320.0,18850.333333333336,18406,18727,19502.636363636364,19364,13426,14415.184848484849,13830
