Ciencias,Técnicas,208,202,wee,335,192,186,,
Ciencias,Agropecuarias,226,251,wee,356,305,215,,
Ciencias,Econémicas,452,559,wee,729,734,554,,
Ciencias,Médicas.,3.077,2.786,wee,3.118,2.377,1.841,,
Ciencias,Naturales,y,Matematicas,76,-,wee,wee,wee,wee
Ciencias,Sociales,y,Humanisticas,427,522,wee,873,805,762
Pedagogia,2.106,2.722,wee,3.600,3.195,2.694,,,
Deporte,y,Cultura,Fisica,179,230,wee,288,267,215
