Total,128,138,(220,177,,,
Ciencias,Técnicas,19,9,18,23,,
Ciencias,Agropecuarias,10,1,19,14,,
Ciencias,Econémicas,15,23,36,19,,
Ciencias,Médicas,0,0,0,0,,
Ciencias,Naturales,y,Matematicas,0,0,0,0
Ciencias,Sociales,y,Humanisticas,30,12,49,43
Pedagogia,42,64,61,52,,,
Deporte,y,Cultura,Fisica,12,29,37,26
